13,1,17,4,18,1,295,1 ``
20,5,22,8,23,5,23,36 ``
25,5,30,8,31,5,31,42 ``
33,5,35,8,36,5,36,35 ``
38,5,40,8,41,5,41,53 ``
43,5,46,8,47,5,47,69 ``
49,5,52,8,53,5,53,67 ``
55,5,57,8,58,5,58,59 ``
60,5,62,8,63,5,63,62 ``
65,5,67,8,68,5,68,62 ``
70,5,73,8,74,5,74,58 ``
134,5,139,8,140,5,148,5 ``
155,5,159,8,160,5,162,5 ``
169,5,173,8,174,5,176,5 ``
195,5,200,8,201,5,203,5 ``
210,5,215,8,216,5,218,5 ``
225,5,230,8,231,5,233,5 ``
245,5,249,8,250,5,252,5 ``
259,5,263,8,264,5,266,5 ``
273,5,277,8,278,5,280,5 ``
287,5,291,8,292,5,294,5 ``
